Bear1,2020_Checkers_PositionsBreeding_HR_model.rds,2020_Coca_Cola_PositionsBreeding_HR_model.rds,2020_Rikki_PositionsBreeding_HR_model.rds,2020_Rumple_Cub_V_PositionsBreeding_HR_model.rds,2020_She_Tan_PositionsBreeding_HR_model.rds,2020_Tikki_PositionsBreeding_HR_model.rds,2020_Trouble_PositionsBreeding_HR_model.rds,2020_ZZ_PositionsBreeding_HR_model.rds,2021_Athena_PositionsBreeding_HR_model.rds,2021_BFB_PositionsBreeding_HR_model.rds,2021_Coca_Cola_PositionsBreeding_HR_model.rds,2021_Dahlia_PositionsBreeding_HR_model.rds,2021_Fanta_PositionsBreeding_HR_model.rds,2021_Green_Eggs_PositionsBreeding_HR_model.rds,2021_Ham_PositionsBreeding_HR_model.rds,2021_Maple_PositionsBreeding_HR_model.rds,2021_Mousse_PositionsBreeding_HR_model.rds,2021_Ombre_PositionsBreeding_HR_model.rds,2021_Rattlesnake_PositionsBreeding_HR_model.rds,2021_Rikki_PositionsBreeding_HR_model.rds,2021_She_Tan_PositionsBreeding_HR_model.rds,2021_Split_Ear_PositionsBreeding_HR_model.rds,2021_Squirt_PositionsBreeding_HR_model.rds,2021_Tavi_PositionsBreeding_HR_model.rds,2021_Trouble_PositionsBreeding_HR_model.rds,2021_Wanderer_PositionsBreeding_HR_model.rds,2021_ZZ_PositionsBreeding_HR_model.rds,2022_Athena_PositionsBreeding_HR_model.rds,2022_BFB_PositionsBreeding_HR_model.rds,2022_Checkers_PositionsBreeding_HR_model.rds,2022_Coca_Cola_PositionsBreeding_HR_model.rds,2022_Dahlia_PositionsBreeding_HR_model.rds,2022_Fanta_PositionsBreeding_HR_model.rds,2022_Ham_PositionsBreeding_HR_model.rds,2022_Louise_PositionsBreeding_HR_model.rds,2022_Maple_PositionsBreeding_HR_model.rds,2022_Mousse_PositionsBreeding_HR_model.rds,2022_North_Miller_Sow_1_PositionsBreeding_HR_model.rds,2022_Ombre_PositionsBreeding_HR_model.rds,2022_Rattlesnake_PositionsBreeding_HR_model.rds,2022_Rikki_PositionsBreeding_HR_model.rds,2022_Split_Ear_PositionsBreeding_HR_model.rds,2022_Squirt_PositionsBreeding_HR_model.rds,2022_Trouble_PositionsBreeding_HR_model.rds,2022_Wanderer_PositionsBreeding_HR_model.rds,2022_ZZ_PositionsBreeding_HR_model.rds,2023_Athena1_PositionsBreeding_HR_model.rds,2023_Athena2_PositionsBreeding_HR_model.rds,2023_Blue_PositionsBreeding_HR_model.rds,2023_Blue2_PositionsBreeding_HR_model.rds,2023_Broom_PositionsBreeding_HR_model.rds,2023_Checkers_PositionsBreeding_HR_model.rds,2023_Coca_Cola_PositionsBreeding_HR_model.rds,2023_Dahlia_PositionsBreeding_HR_model.rds,2023_Fanta_PositionsBreeding_HR_model.rds,2023_Hazel_PositionsBreeding_HR_model.rds,2023_Jay_PositionsBreeding_HR_model.rds,2023_JJ_PositionsBreeding_HR_model.rds,2023_Lilac_PositionsBreeding_HR_model.rds,2023_Louise_PositionsBreeding_HR_model.rds,2023_Maple1_PositionsBreeding_HR_model.rds,2023_Maple2_PositionsBreeding_HR_model.rds,2023_Mop_PositionsBreeding_HR_model.rds,2023_Ombre_PositionsBreeding_HR_model.rds,2023_Ruben_PositionsBreeding_HR_model.rds,2023_Skunk_PositionsBreeding_HR_model.rds,2023_Split_Ear_PositionsBreeding_HR_model.rds,2023_SplitEar2_PositionsBreeding_HR_model.rds,2023_Squirt_PositionsBreeding_HR_model.rds,2023_Thorn_PositionsBreeding_HR_model.rds,2023_Trouble_PositionsBreeding_HR_model.rds,2023_ZZ_PositionsBreeding_HR_model.rds,2024_Athena_PositionsBreeding_HR_model.rds,2024_Blue_PositionsBreeding_HR_model.rds,2024_Blue2_2_PositionsBreeding_HR_model.rds,2024_Blue2_PositionsBreeding_HR_model.rds,2024_Broom_PositionsBreeding_HR_model.rds,2024_CocaCola_PositionsBreeding_HR_model.rds,2024_Dahlia_PositionsBreeding_HR_model.rds,2024_Fork_PositionsBreeding_HR_model.rds,2024_Frostbite_PositionsBreeding_HR_model.rds,2024_Goldie_PositionsBreeding_HR_model.rds,2024_LMM_PositionsBreeding_HR_model.rds,2024_Louise_PositionsBreeding_HR_model.rds,2024_Maple_PositionsBreeding_HR_model.rds,2024_MillerSow3_PositionsBreeding_HR_model.rds,2024_Mop_PositionsBreeding_HR_model.rds,2024_Mowgli_PositionsBreeding_HR_model.rds,2024_Ratatouille_PositionsBreeding_HR_model.rds,2024_RJBmale_PositionsBreeding_HR_model.rds,2024_Ruben_PositionsBreeding_HR_model.rds,2024_Skunk_PositionsBreeding_HR_model.rds,2024_SplitEar_2_PositionsBreeding_HR_model.rds,2024_SplitEar1_PositionsBreeding_HR_model.rds,2024_SplitEar2_PositionsBreeding_HR_model.rds,2024_Squirt1_PositionsBreeding_HR_model.rds,2024_Squirt2_PositionsBreeding_HR_model.rds,2024_Tanja_PositionsBreeding_HR_model.rds,2024_Thorn_PositionsBreeding_HR_model.rds,2024_Toothless_PositionsBreeding_HR_model.rds,2024_ZZ_PositionsBreeding_HR_model.rds
2021_Squirt_PositionsBreeding_HR_model.rds,0.2467,0.407,0.0074,0.015,0.2776,0.1992,0.1667,0.4598,0.5308,0.4168,0.6795,0.8895,0.2337,0.4677,0.7709,0.1053,0.6869,0.1442,0.3099,0.0077,0.4914,0.5564,0,0.0181,0.3652,0.3331,0.2668,0.3537,0.3286,0.1775,0.4652,0.6051,0.2065,0.528,0.0251,0.0844,0.0244,0.0009,0.032,0.1394,0.0197,0.1919,0.6983,0.3096,0,0.1767,0.256,0.746,0,0.0003,0,0.012,0.1391,0.7555,0.2699,0.0098,0.0295,0,0.838,0.0027,0.0172,0.1071,0.0312,0,0.0111,0.0421,0.4164,0.0011,0.6106,0.0429,0.3156,0.3499,0.3008,0,0,0.0004,0.0007,0.1209,0.6678,0.0263,0.0206,0.4987,0.3229,0,0.1513,0.1646,0.001,0.2288,0.4783,0.1139,0.2304,0,0,0.1697,0.5223,0.812,0.6544,0.4172,0.0583,0.032,0.2551
2021_Tavi_PositionsBreeding_HR_model.rds,0.1002,0.3783,0.2203,0.4243,0.6519,0.5133,0.4797,0.7569,0.121,0.3825,0.1218,0.0357,0.0584,0.0569,0.0484,0.0079,0.8891,0.0222,0.0237,0.25,0.68,0.1932,0.0181,0,0.2571,0.0082,0.6942,0.2104,0.5454,0.0651,0.3158,0.0864,0.0767,0.5217,0.0399,0.0161,0.1512,0.1556,0.0079,0.079,0.3472,0.2394,0.0107,0.5811,0,0.8851,0.1082,0.0689,0.0006,0.0005,0.0057,0.0014,0.0848,0.0508,0.0636,0.0175,0.0036,0.0612,0.5448,0.0135,0.0024,0.0143,0.0473,0.0016,0.0113,0.0241,0.1958,0.0004,0.0342,0.0707,0.4249,0.572,0.1108,0.0004,0,0.0005,0.0149,0.0569,0.0859,0.0383,0.8543,0.1414,0.4624,0.0002,0.0134,0.0221,0.0265,0.6952,0.6415,0.0736,0.0705,0,0,0.1004,0.1507,0.0415,0.0234,0.253,0.2061,0.0023,0.686
2021_Trouble_PositionsBreeding_HR_model.rds,0.6663,0.9385,0.2478,0.3242,0.4966,0.5933,0.5002,0.8115,0.5077,0.9706,0.6793,0.4498,0.5398,0.4114,0.4224,0.5076,0.8387,0.5561,0.2538,0.2437,0.6805,0.6436,0.3652,0.2571,0,0.4064,0.5714,0.4618,0.9349,0.6109,0.8973,0.5769,0.6077,0.6228,0.0753,0.6301,0.0862,0.0647,0.3308,0.1865,0.3235,0.3592,0.4463,0.9044,0,0.5603,0.3089,0.6392,0.0679,0.131,0.1689,0.238,0.2688,0.548,0.4827,0.5274,0.4026,0.0074,0.7289,0.0461,0.2024,0.622,0.7103,0.1685,0.0565,0.2559,0.4962,0.1732,0.705,0.729,0.7196,0.8195,0.3181,0.068,0.0165,0.156,0.2465,0.259,0.614,0.5741,0.1901,0.5217,0.8403,0.0002,0.587,0.1549,0.447,0.8014,0.68,0.3664,0.2655,0,0.0095,0.2574,0.5688,0.6733,0.6181,0.9643,0.7989,0.2253,0.6873
2021_Wanderer_PositionsBreeding_HR_model.rds,0.3325,0.3952,0.0003,0.0112,0.2236,0.1948,0.1682,0.5505,0.2333,0.4209,0.3164,0.2783,0.2094,0.0752,0.1519,0.5453,0.5959,0.3014,0.161,0.0001,0.4732,0.2862,0.3331,0.0082,0.4064,0,0.1686,0.1357,0.3215,0.2974,0.4216,0.3473,0.1665,0.5382,0.0009,0.37,0.0304,0,0.116,0.0877,0.0011,0.0323,0.7365,0.2664,0,0.1182,0.0241,0.4541,0,0.006,0.0007,0.0718,0.0024,0.414,0.0861,0.0798,0.1932,0,0.8435,0,0.45,0.4274,0.1641,0.0001,0.0001,0.0894,0.1545,0.0325,0.7399,0.1461,0.2997,0.2783,0.0567,0,0,0.0106,0.0062,0.0016,0.3964,0.109,0.0048,0.1971,0.3226,0,0.4771,0.0327,0.0123,0.1731,0.4511,0.1597,0.1407,0,0,0.0076,0.2759,0.6186,0.7953,0.3801,0.0748,0.1141,0.2113
2021_ZZ_PositionsBreeding_HR_model.rds,0.3178,0.7983,0.3749,0.3877,0.7344,0.7422,0.6683,0.9758,0.7115,0.7125,0.5541,0.4113,0.2626,0.3251,0.4011,0.1472,0.9014,0.1782,0.3968,0.429,0.7673,0.775,0.2668,0.6942,0.5714,0.1686,0,0.8263,0.8068,0.2266,0.8072,0.6318,0.2964,0.762,0.4682,0.1644,0.0637,0.5084,0.0813,0.4933,0.5353,0.7867,0.2842,0.7696,0,0.9635,0.6108,0.5755,0.0094,0.024,0.0252,0.0575,0.371,0.5127,0.2817,0.103,0.0981,0.1903,0.7011,0.2996,0.0626,0.1698,0.1751,0.024,0.302,0.0566,0.7954,0.0461,0.3789,0.202,0.7488,0.9516,0.6704,0.0097,0.0029,0.0343,0.0424,0.2578,0.611,0.126,0.8594,0.7281,0.7758,0.0024,0.186,0.4387,0.0869,0.7991,0.6599,0.1685,0.5593,0,0.0037,0.5333,0.758,0.3886,0.3349,0.6024,0.3416,0.0723,0.9518
2022_Athena_PositionsBreeding_HR_model.rds,0.2728,0.7241,0.3187,0.1837,0.6319,0.551,0.4696,0.8208,0.963,0.6015,0.6643,0.5977,0.2385,0.4153,0.5762,0.0798,0.8842,0.1137,0.5494,0.3743,0.7017,0.9498,0.3537,0.2104,0.4618,0.1357,0.8263,0,0.6208,0.1607,0.8018,0.8548,0.2586,0.7323,0.7146,0.0788,0.0282,0.4833,0.0302,0.5598,0.4319,0.9501,0.3152,0.5739,0,0.5971,0.907,0.7748,0.0003,0.0026,0.0019,0.0149,0.5164,0.7009,0.2919,0.0288,0.0341,0.1149,0.855,0.5324,0.0336,0.0872,0.0683,0.0018,0.5497,0.0269,0.9911,0.009,0.3895,0.0876,0.6677,0.8123,0.9635,0.0003,0.0001,0.0044,0.0057,0.3377,0.8093,0.0399,0.3806,0.9683,0.6552,0.0041,0.1067,0.7082,0.0193,0.5328,0.66,0.1369,0.7124,0,0.0004,0.7894,0.9689,0.4343,0.3463,0.5228,0.1802,0.0275,0.7016
2022_BFB_PositionsBreeding_HR_model.rds,0.7009,0.9855,0.3133,0.4042,0.6529,0.807,0.6809,0.9486,0.6109,0.9829,0.6258,0.4414,0.3996,0.3616,0.4121,0.403,0.8959,0.5581,0.3674,0.3354,0.7589,0.7189,0.3286,0.5454,0.9349,0.3215,0.8068,0.6208,0,0.6337,0.9479,0.6367,0.4549,0.6484,0.221,0.513,0.1095,0.2191,0.3787,0.3189,0.4361,0.5355,0.4241,0.9804,0,0.8115,0.4369,0.6337,0.1265,0.1997,0.2361,0.3071,0.3088,0.565,0.377,0.4358,0.3918,0.0617,0.6679,0.1476,0.1537,0.509,0.5538,0.1948,0.1584,0.307,0.6305,0.2096,0.6265,0.5548,0.8297,0.9662,0.4657,0.1304,0.0236,0.2205,0.3084,0.2518,0.6489,0.5342,0.4801,0.6222,0.9664,0.001,0.5225,0.2948,0.3625,0.9053,0.7013,0.426,0.4186,0.0001,0.0153,0.3709,0.6719,0.5697,0.5437,0.8648,0.6819,0.2999,0.9111
2022_Checkers_PositionsBreeding_HR_model.rds,0.9989,0.7157,0.0514,0.0713,0.5265,0.7127,0.5976,0.6562,0.2172,0.6346,0.242,0.1945,0.1962,0.13,0.155,0.5241,0.781,0.9873,0.222,0.0492,0.7254,0.2581,0.1775,0.0651,0.6109,0.2974,0.2266,0.1607,0.6337,0,0.6237,0.3016,0.2143,0.5861,0.029,0.694,0.0822,0.0131,0.9464,0.1621,0.066,0.0902,0.3529,0.4348,0,0.2086,0.0895,0.3162,0.3934,0.6638,0.5284,0.8861,0.0676,0.2935,0.1523,0.5686,0.7776,0.0018,0.6162,0.0235,0.18,0.6892,0.5622,0.4326,0.0291,0.7158,0.174,0.5505,0.5414,0.4254,0.6214,0.4427,0.1047,0.4246,0.0718,0.7075,0.5638,0.0656,0.3207,0.6678,0.0365,0.1999,0.8045,0.0001,0.7844,0.0967,0.3696,0.2923,0.7158,0.8339,0.2331,0.0011,0.047,0.0689,0.2609,0.3391,0.4588,0.4282,0.3518,0.9015,0.4378
2022_Coca_Cola_PositionsBreeding_HR_model.rds,0.7188,0.9968,0.3119,0.3052,0.6462,0.7611,0.6414,0.9454,0.8362,0.9803,0.7605,0.6258,0.4389,0.4493,0.5622,0.4641,0.8906,0.5719,0.6007,0.3386,0.7456,0.9015,0.4652,0.3158,0.8973,0.4216,0.8072,0.8018,0.9479,0.6237,0,0.8766,0.4809,0.7492,0.3669,0.5289,0.0557,0.276,0.3594,0.4683,0.4207,0.664,0.618,0.8781,0,0.6842,0.6082,0.8511,0.0797,0.1697,0.1414,0.3074,0.3918,0.7984,0.4237,0.3574,0.4149,0.0778,0.8143,0.2701,0.1905,0.5414,0.4762,0.1453,0.2917,0.2265,0.8133,0.2421,0.8067,0.4598,0.8004,0.9594,0.6584,0.0842,0.022,0.2192,0.1839,0.3065,0.8817,0.3989,0.3625,0.8275,0.9575,0.0019,0.5949,0.5092,0.2592,0.7695,0.702,0.4028,0.6354,0.0001,0.0204,0.5079,0.8892,0.7313,0.7237,0.8658,0.5329,0.3352,0.8519
2022_Dahlia_PositionsBreeding_HR_model.rds,0.4313,0.7789,0.1764,0.0945,0.5718,0.5164,0.4317,0.7808,0.9737,0.719,0.7783,0.8288,0.34,0.4901,0.7178,0.2188,0.8657,0.2472,0.7732,0.194,0.6807,0.9535,0.6051,0.0864,0.5769,0.3473,0.6318,0.8548,0.6367,0.3016,0.8766,0,0.347,0.7181,0.4256,0.1996,0.0281,0.145,0.0837,0.4841,0.2322,0.642,0.6827,0.5774,0,0.4241,0.7373,0.9653,0.001,0.0106,0.0051,0.055,0.4229,0.9701,0.3685,0.0703,0.1122,0.0153,0.8843,0.3636,0.105,0.2227,0.138,0.0062,0.4178,0.0571,0.8747,0.0403,0.7266,0.1514,0.6003,0.7395,0.7885,0.0013,0.0007,0.0198,0.0128,0.3206,0.9976,0.0874,0.1416,0.9395,0.7038,0.0018,0.2768,0.7346,0.0375,0.4528,0.6579,0.2121,0.7136,0,0.0024,0.5837,0.9778,0.7692,0.6842,0.6145,0.1995,0.0896,0.603
2022_Fanta_PositionsBreeding_HR_model.rds,0.2646,0.4702,0.0974,0.186,0.2532,0.2195,0.1909,0.5103,0.2931,0.5319,0.6689,0.2957,0.9733,0.5268,0.3125,0.1374,0.6721,0.164,0.0968,0.0647,0.4866,0.431,0.2065,0.0767,0.6077,0.1665,0.2964,0.2586,0.4549,0.2143,0.4809,0.347,0,0.5582,0.0021,0.1858,0.0465,0.0008,0.052,0.0716,0.1214,0.1677,0.1768,0.4926,0,0.2715,0.1187,0.4357,0,0.001,0.0014,0.0125,0.132,0.3296,0.9089,0.0788,0.0375,0,0.8494,0,0.0199,0.1865,0.2337,0.0002,0.0004,0.0725,0.2881,0.0008,0.4026,0.3539,0.3376,0.4223,0.1245,0,0,0.0009,0.01,0.251,0.3856,0.1034,0.0481,0.3182,0.3584,0,0.1739,0.0257,0.0591,0.4743,0.5011,0.1276,0.1012,0,0,0.0733,0.3346,0.5809,0.3428,0.7452,0.4845,0.0273,0.3074
2022_Ham_PositionsBreeding_HR_model.rds,0.6237,0.7196,0.5193,0.5067,0.8035,0.8756,0.9043,0.8923,0.7172,0.6616,0.6521,0.6003,0.5385,0.5321,0.5777,0.5864,0.8033,0.5916,0.7121,0.5456,0.8574,0.7236,0.528,0.5217,0.6228,0.5382,0.762,0.7323,0.6484,0.5861,0.7492,0.7181,0.5582,0,0.4921,0.6013,0.0256,0.5582,0.5592,0.9211,0.5911,0.6855,0.6187,0.6061,0,0.6455,0.6226,0.6907,0.444,0.5277,0.4368,0.586,0.5053,0.6808,0.5215,0.5314,0.5996,0.3121,0.8972,0.3513,0.3973,0.6079,0.5586,0.4678,0.372,0.364,0.7202,0.5608,0.6794,0.5477,0.7349,0.7371,0.6626,0.4512,0.2455,0.5723,0.4194,0.4147,0.7115,0.4994,0.6453,0.7099,0.7589,0.0025,0.638,0.6228,0.4764,0.6069,0.6145,0.4841,0.862,0.0822,0.1728,0.5809,0.7398,0.6316,0.6588,0.6478,0.5552,0.6266,0.7757
2022_Louise_PositionsBreeding_HR_model.rds,0.0891,0.315,0.0072,0.0004,0.5582,0.3526,0.3005,0.6799,0.5473,0.1603,0.0947,0.1259,0.0014,0.0224,0.0873,0.0003,0.8525,0.0113,0.3243,0.0183,0.6308,0.4399,0.0251,0.0399,0.0753,0.0009,0.4682,0.7146,0.221,0.029,0.3669,0.4256,0.0021,0.4921,0,0.0004,0.0104,0.4607,0.0006,0.5231,0.0275,0.6001,0.0306,0.1519,0,0.2562,0.5306,0.2839,0,0,0,0.0002,0.0705,0.2218,0.0042,0,0.0002,0.1395,0.8715,0.8819,0,0.0007,0.0001,0,0.8211,0.0029,0.5651,0,0.0508,0.0001,0.4708,0.3907,0.6694,0,0,0,0,0.0154,0.3281,0.0002,0.1887,0.5225,0.3317,0.0096,0.0021,0.6767,0,0.1001,0.5947,0.0505,0.6151,0,0,0.3729,0.5526,0.0435,0.0311,0.0642,0.0025,0.001,0.3841
2022_Maple_PositionsBreeding_HR_model.rds,0.6657,0.5883,0.0027,0.0078,0.2778,0.3597,0.3147,0.6862,0.1157,0.5607,0.1636,0.0898,0.1733,0.0486,0.0546,0.8918,0.5976,0.7718,0.0683,0.0018,0.5666,0.1731,0.0844,0.0161,0.6301,0.37,0.1644,0.0788,0.513,0.694,0.5289,0.1996,0.1858,0.6013,0.0004,0,0.0636,0,0.5536,0.0697,0.0046,0.0194,0.2681,0.3631,0,0.1474,0.0116,0.2564,0.055,0.2566,0.1541,0.4844,0.0053,0.1817,0.087,0.7272,0.85,0,0.8342,0,0.3389,0.9986,0.7846,0.263,0.0001,0.3287,0.0823,0.4612,0.5685,0.5269,0.4916,0.3521,0.0225,0.0675,0.0386,0.3636,0.2238,0.0081,0.22,0.6204,0.0063,0.1026,0.5308,0,0.9117,0.0102,0.3572,0.229,0.5701,0.372,0.0948,0,0.0206,0.0052,0.1657,0.3033,0.4676,0.4427,0.2817,0.4087,0.3035
2022_Mousse_PositionsBreeding_HR_model.rds,0.0783,0.072,0.0355,0.0582,0.8354,0.2521,0.3095,0.1445,0.0262,0.0811,0.0403,0.0269,0.0404,0.03,0.0274,0.0459,0.789,0.0685,0.0128,0.0369,0.7879,0.0347,0.0244,0.1512,0.0862,0.0304,0.0637,0.0282,0.1095,0.0822,0.0557,0.0281,0.0465,0.0256,0.0104,0.0636,0,0.0191,0.0672,0.006,0.0463,0.0308,0.0271,0.1189,0.0001,0.1121,0.0242,0.0319,0.0956,0.075,0.1266,0.0627,0.025,0.0282,0.0363,0.0911,0.0587,0.0099,0.0344,0.0085,0.0218,0.06,0.0871,0.0772,0.009,0.1462,0.0296,0.0395,0.0395,0.0905,0.118,0.0792,0.0221,0.1003,0.0135,0.0557,0.1491,0.022,0.0302,0.135,0.083,0.029,0.1183,0.0003,0.0518,0.0109,0.0896,0.1011,0.4434,0.0995,0.0094,0.0021,0.0055,0.0235,0.0281,0.0392,0.0357,0.0707,0.1023,0.0418,0.1301
2022_North_Miller_Sow_1_PositionsBreeding_HR_model.rds,0.0478,0.2651,0.0423,0.0074,0.4977,0.2761,0.2399,0.6022,0.2966,0.1293,0.0587,0.0185,0.0004,0.0075,0.0222,0,0.8331,0.0031,0.0551,0.0876,0.5787,0.3009,0.0009,0.1556,0.0647,0,0.5084,0.4833,0.2191,0.0131,0.276,0.145,0.0008,0.5582,0.4607,0,0.0191,0,0.0001,0.2499,0.1138,0.5713,0.0008,0.1525,0,0.3625,0.308,0.1058,0,0,0,0,0.0601,0.0537,0.0012,0,0,0.4371,0.8528,0.139,0,0,0,0,0.0792,0.0021,0.4221,0,0.0077,0,0.4173,0.3671,0.4302,0,0,0,0,0.0072,0.1177,0,0.4293,0.2999,0.2519,0.0017,0.0002,0.1249,0,0.1661,0.558,0.0292,0.2557,0,0,0.3132,0.3251,0.0021,0.0029,0.0611,0.0044,0.0001,0.3596
2022_Ombre_PositionsBreeding_HR_model.rds,0.9056,0.4634,0.0025,0.0051,0.3943,0.5269,0.4532,0.5616,0.0467,0.3446,0.0516,0.0329,0.0471,0.0176,0.0212,0.3769,0.6387,0.955,0.0418,0.002,0.6539,0.0656,0.032,0.0079,0.3308,0.116,0.0813,0.0302,0.3787,0.9464,0.3594,0.0837,0.052,0.5592,0.0006,0.5536,0.0672,0.0001,0,0.0604,0.0036,0.0081,0.1122,0.1846,0,0.0735,0.0062,0.0956,0.4103,0.8386,0.4928,0.9862,0.0039,0.0732,0.0269,0.4352,0.7708,0,0.6424,0.0002,0.0976,0.5422,0.366,0.4549,0.0004,0.7316,0.0318,0.6122,0.2554,0.2002,0.4876,0.2151,0.0103,0.4542,0.0993,0.8804,0.4731,0.0051,0.0908,0.4853,0.003,0.0393,0.5578,0,0.6198,0.0076,0.208,0.0955,0.6319,0.7484,0.0748,0.0005,0.046,0.0036,0.0707,0.0953,0.1912,0.1681,0.1209,0.8942,0.2378
2022_Rattlesnake_PositionsBreeding_HR_model.rds,0.2417,0.4163,0.0678,0.0393,0.8047,0.7196,0.7646,0.7893,0.4716,0.3008,0.2074,0.2258,0.068,0.109,0.1827,0.0691,0.8813,0.1168,0.6156,0.0836,0.8198,0.4196,0.1394,0.079,0.1865,0.0877,0.4933,0.5598,0.3189,0.1621,0.4683,0.4841,0.0716,0.9211,0.5231,0.0697,0.006,0.2499,0.0604,0,0.1001,0.3902,0.2099,0.2398,0,0.2966,0.3425,0.3369,0.0042,0.0181,0.0075,0.0553,0.1262,0.3403,0.0746,0.0276,0.0615,0.1004,0.937,0.3864,0.0299,0.0767,0.043,0.0085,0.4076,0.0288,0.4495,0.0386,0.2343,0.0399,0.5663,0.4657,0.4249,0.005,0.0018,0.0312,0.0104,0.0773,0.414,0.0346,0.2279,0.4408,0.5346,0.0026,0.1114,0.6272,0.0145,0.1733,0.6383,0.153,0.9111,0,0.0042,0.2521,0.5061,0.2097,0.2027,0.176,0.0534,0.0955,0.544
2022_Rikki_PositionsBreeding_HR_model.rds,0.123,0.4166,0.9256,0.6028,0.3872,0.2618,0.2269,0.4688,0.3246,0.396,0.3922,0.0869,0.0876,0.1705,0.1417,0.0013,0.7927,0.0249,0.0667,0.9587,0.5338,0.4691,0.0197,0.3472,0.3235,0.0011,0.5353,0.4319,0.4361,0.066,0.4207,0.2322,0.1214,0.5911,0.0275,0.0046,0.0463,0.1138,0.0036,0.1001,0,0.5509,0.0115,0.4768,0,0.5129,0.3392,0.2047,0,0,0,0.0002,0.3846,0.1443,0.134,0.0008,0.0003,0.0006,0.8477,0.0028,0,0.0046,0.0083,0,0.0044,0.0175,0.4571,0,0.0635,0.0145,0.3965,0.5128,0.2863,0,0,0,0.0004,0.2434,0.2373,0.0046,0.3628,0.3747,0.3446,0,0.0078,0.0435,0.0004,0.6124,0.549,0.0657,0.1217,0,0,0.3196,0.3579,0.0587,0.0362,0.4206,0.1733,0.0013,0.4127
2022_Split_Ear_PositionsBreeding_HR_model.rds,0.1807,0.6066,0.4115,0.1953,0.5678,0.4383,0.372,0.6732,0.8399,0.4823,0.5715,0.4235,0.146,0.3531,0.4682,0.0162,0.8659,0.0499,0.3157,0.4983,0.6544,0.8606,0.1919,0.2394,0.3592,0.0323,0.7867,0.9501,0.5355,0.0902,0.664,0.642,0.1677,0.6855,0.6001,0.0194,0.0308,0.5713,0.0081,0.3902,0.5509,0,0.1191,0.5044,0,0.5928,0.9222,0.5971,0,0.0001,0.0001,0.0017,0.5938,0.4867,0.2142,0.0047,0.0046,0.1024,0.856,0.3914,0.0037,0.022,0.0192,0,0.385,0.0146,0.949,0.0003,0.1982,0.0301,0.5857,0.7257,0.9363,0,0,0.0001,0.0009,0.3493,0.6083,0.0106,0.4232,0.8719,0.5259,0.0036,0.03,0.4654,0.0029,0.521,0.63,0.0929,0.495,0,0,0.8843,0.8384,0.2192,0.1598,0.4299,0.1247,0.0056,0.6119
2022_Squirt_PositionsBreeding_HR_model.rds,0.4367,0.5493,0.0073,0.0059,0.3617,0.3105,0.2599,0.6495,0.5157,0.5568,0.4906,0.6337,0.2091,0.2213,0.4329,0.3631,0.74,0.3265,0.4817,0.0063,0.562,0.5281,0.6983,0.0107,0.4463,0.7365,0.2842,0.3152,0.4241,0.3529,0.618,0.6827,0.1768,0.6187,0.0306,0.2681,0.0271,0.0008,0.1122,0.2099,0.0115,0.1191,0,0.3483,0,0.1752,0.1563,0.7316,0,0.0076,0.0008,0.0808,0.0635,0.805,0.1651,0.0507,0.1736,0,0.8689,0.0111,0.2414,0.3203,0.1028,0.0009,0.0221,0.0794,0.3569,0.0541,0.9176,0.0918,0.3901,0.4153,0.2256,0.0001,0.0001,0.0168,0.0046,0.0611,0.7404,0.0797,0.0121,0.4405,0.4829,0,0.4405,0.2201,0.009,0.2113,0.5467,0.2099,0.3527,0,0.0029,0.0889,0.5473,0.86,0.9549,0.4179,0.062,0.1396,0.3249
2022_Trouble_PositionsBreeding_HR_model.rds,0.5136,0.9175,0.3469,0.4872,0.6086,0.6832,0.5837,0.8978,0.5622,0.9475,0.6436,0.4207,0.4272,0.3826,0.409,0.2874,0.8867,0.3488,0.2874,0.3613,0.7224,0.6922,0.3096,0.5811,0.9044,0.2664,0.7696,0.5739,0.9804,0.4348,0.8781,0.5774,0.4926,0.6061,0.1519,0.3631,0.1189,0.1525,0.1846,0.2398,0.4768,0.5044,0.3483,0,0,0.8097,0.4067,0.5892,0.0309,0.0584,0.0963,0.1203,0.3196,0.5136,0.4134,0.3013,0.2091,0.0286,0.6486,0.0993,0.1143,0.3593,0.4595,0.0769,0.1106,0.1605,0.5931,0.0836,0.529,0.5221,0.7305,0.9342,0.4174,0.0304,0.0065,0.0715,0.1585,0.2735,0.5951,0.3814,0.4376,0.5848,0.8692,0.0006,0.3525,0.2258,0.2872,0.9699,0.6867,0.2857,0.3231,0,0.0049,0.3477,0.6175,0.538,0.4594,0.8895,0.7281,0.1274,0.8492
2022_Wanderer_PositionsBreeding_HR_model.rds,0,0,0,0,0.6108,0.0001,0.0004,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0.7472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418,0,0,0,0,0,0,0,0,0,0,0,0
